id,chapter_name,motif_name,notes,level,chapter_id,level_0,level_1,level_2,level_3,level_4,level_5,level_6
D1067.2,Magic,Magic Cap,"*Types 328, 566; *BP I 470ff.; *Aarne MSFO XXV 116; *Chauvin V 229 No. 130; *Fb ""kappe"" II 89a, ""ønske"" III 1178b. --Icelandic: Bosa saga 38, Boberg; Greek: Frazer Apollodorus I 153 n. 3 (Perseus), Fox 34; Chinese: Eberhard FFC CXX 253; Korean: Zong in-Sob 152ff.; Japanese: Mitford 185ff; N. Am. Indian: *Thompson Tales 339 n. 221a.",3,D,D900,D1050,D1067,D1067.2,NA,NA,NA
D1067.3.1,Magic,Magic Cowl,"Irish: Plummer clxxxi, *Cross.",4,D,D900,D1050,D1067,D1067.3,D1067.3.1,NA,NA
D1067.3,Magic,Magic Hood,Irish myth: *Cross; Eskimo (Greenland): Rink 470.,3,D,D900,D1050,D1067,D1067.3,NA,NA,NA
D1067.4,Magic,Magic Mask,Irish myth: Cross.,3,D,D900,D1050,D1067,D1067.4,NA,NA,NA
D1067,Magic,Magic Head-Wear,NA,2,D,D900,D1050,D1067,NA,NA,NA,NA
D1068.1,Magic,Magic Hunting Collar,Irish myth: Cross.,3,D,D900,D1050,D1068,D1068.1,NA,NA,NA
D1068,Magic,Magic Collar,Irish myth: Cross.,2,D,D900,D1050,D1068,NA,NA,NA,NA
D1069.1,Magic,Magic Handkerchief,Korean: Zong in-Sob 91f.,3,D,D900,D1050,D1069,D1069.1,NA,NA,NA
D1069.2,Magic,Magic Feather Dress,NA,3,D,D900,D1050,D1069,D1069.2,NA,NA,NA
D1069,Magic,Magic Clothes -- Miscellaneous,NA,2,D,D900,D1050,D1069,NA,NA,NA,NA
D1070,Magic,Magic Ornaments,"Tawney I 300, II 150; De Cock Studien 156; Encyc. Rel. Ethics III 392--472. --Jewish: *Neuman; India: Thompson-Balys.",1,D,D900,D1070,D1070,NA,NA,NA,NA
D1071.0.1,Magic,Jewels Produced By Magic,"*Type 403. --Irish myth: *Cross; India: Thompson-Balys; N. Am. Indian: *Thompson Tales 329 nn. 190, 190a, 190b.",NA,D,D900,D1070,D1071,D1071.0.1,D1071.0.1,NA,NA
D1071.1,Magic,Magic Beads,"Breton: Sébillot Incidents s. v. ""chapelet"".",3,D,D900,D1070,D1071,D1071.1,NA,NA,NA
D1071,Magic,Magic Jewel (Jewels),"**J. Evans Magic Jewels of the Middle Ages and Renaissance (Oxford, 1922); **G. F. Kunz The Magic of Jewels and Charms (Philadelphia, 1915); **R. Grötzinger Das Geheimnis der Amulette und Talismane (Leipzig, 1919); **R. H. Laarsz Talismanische Magie (Leipzig, 1920); **E. Am. W. Budge Amulets and Superstitions (Oxford, 1930); *Hdwb. d. Abergl. I 374; *Penzer III 167, VIII 172ff., 195 n. 1; *Chauvin V 4, 293 No. 443; *Reinhard PMLA XXXVIII 434 n. 32. --Irish myth: *Cross; Icelandic: *Boberg; Italian Novella: Rotunda; Jewish: *Neuman; India: Thompson-Balys; Chinese: Ferguson 149, Eberhard FFC CXX 25, 67, 105.",2,D,D900,D1070,D1071,NA,NA,NA,NA
D1072.1,Magic,Magic Comb,See references to †D672; in a large proportion of the occurrences of that motif (Obstacle flight) the comb is one of the magic objects thrown. Köhler-Bolte I 177.,3,D,D900,D1070,D1072,D1072.1,NA,NA,NA
D1072.2,Magic,Magic Hairpin,Chinese: Werner 264.,3,D,D900,D1070,D1072,D1072.2,NA,NA,NA
D1072.3,Magic,Magic Brooch,Penzer I 26.,3,D,D900,D1070,D1072,D1072.3,NA,NA,NA
D1072,Magic,Magic Hair Ornaments,NA,2,D,D900,D1070,D1072,NA,NA,NA,NA
D1073,Magic,Magic Necklace,"Irish myth: Cross; Icelandic: MacCulloch Eddic 261, 263, *Boberg; India: Thompson-Balys, Penzer III 30f.",2,D,D900,D1070,D1073,NA,NA,NA,NA
D1074,Magic,Magic Bracelet,*Chauvin VI 107 No. 272 n. 4; Chinese: Werner 308f.,2,D,D900,D1070,D1074,NA,NA,NA,NA
D1075,Magic,Magic Bangle,India: Thompson-Balys; Africa (Vai): Ellis 235 No. 36.,2,D,D900,D1070,D1075,NA,NA,NA,NA
D1076,Magic,Magic Ring,"*Types 400, 554*, 560, 665; *Aarne MSFO XXV 43; *Bolte Reise der Söhne Giaffers 214; *Kittredge Witchcraft 111, 439f. nn. 49--58; *Bolte Zs. f. Vksk. XX 66; Köhler-Bolte I 110f., 308ff.; *Fb ""ring"" III 60ab, ""ønske"" III 1178b; **A. Stern Hessische Blätter für Volkskunde XXX 106; *Chauvin V 229 No. 130, VI 108 Nos. 272, 273; Penzer I 26, VI 73; Bédier Fabliaux 442; Herbert III 207; *Oesterley No. 10. --Irish: MacCulloch Celtic 172, *Cross; English: Wells (King Horn) 9, 11 (Horne Childe and Maiden Rimnild), 65 (Ywain and Gawain), Child I 189f.; Icelandic: *Boberg; Italian Novella: Rotunda; Breton: *Sébillot Incidents s. v. ""bague""; Jewish: Neuman; India: Thompson-Balys; Arabian: Burton Nights VI 243, VII 283, X 1--54, S III 51, 72, 136ff., S V 245; Chinese: Werner 331, Eberhard FFC CXX 67; Sumatran: Dixon 163; Africa (Wakweli): Bender 106.",2,D,D900,D1070,D1076,NA,NA,NA,NA
D1077,Magic,Magic Fan,"India: Thompson-Balys; Chinese: Werner 242, 245, 359, 361f., Graham; Japanese: Ikeda.",2,D,D900,D1070,D1077,NA,NA,NA,NA
D1078.1,Magic,Magic Blue Ribbon,(Cf. †D1835.4.) French Canadian: Sister Marie Ursule.,3,D,D900,D1070,D1078,D1078.1,NA,NA,NA
D1078,Magic,Magic Chain (Ornament),Wesselski Märchen 174 No. 64; Irish myth: *Cross.,2,D,D900,D1070,D1078,NA,NA,NA,NA
D1079.1,Magic,Magic Crown,French Canadian: Sister Marie Ursule.,3,D,D900,D1070,D1079,D1079.1,NA,NA,NA
D1079.2,Magic,Magic Diadem,Jewish: Neuman.,3,D,D900,D1070,D1079,D1079.2,NA,NA,NA
D1079.3,Magic,Magic Ornamental Breastplate,(Cf. †D1101.3.) Jewish: Neuman.,3,D,D900,D1070,D1079,D1079.3,NA,NA,NA
D1079,Magic,Magic Ornaments -- Miscellaneous,NA,2,D,D900,D1070,D1079,NA,NA,NA,NA
D1080,Magic,Magic Weapons,"Irish: *Cross, Plummer clxxxv; Icelandic: *Boberg; English: Wells 132 (Sir Launfal); Jewish: Neuman; India: Thompson-Balys; Hindu: Keith 152; Chinese: Werner 161.",1,D,D900,D1080,D1080,NA,NA,NA,NA
D1081.1,Magic,Sword Of Magic Origin,Welsh: MacCulloch Celtic 197; Irish myth: Cross; Indo-Chinese: Scott Indo-Chinese 303.,3,D,D900,D1080,D1081,D1081.1,NA,NA,NA
D1081,Magic,Magic Sword,"**Burton Sword; *Types 328, 611, 665; *Fb ""sværd"" III 690ab; *MacCulloch Childhood 202; *Chauvin VI 66 No. 233; Gaster FL II 57; Penzer I 109 n. 1, IV 235f., VI 28 n. 2, 72 n. 1, VIII 154 n. 2. --Welsh: MacCulloch Celtic 191, 197f.; Irish: O'Suilleabhain 63, Beal XXI 324, Plummer clxxxv, *Cross; Icelandic: *Boberg; Finnish: Kalevala runes 12, 36, 39; Breton: Sébillot Incidents s. v. ""épée""; French Canadian: Barbeau JAFL XXIX 10; Spanish: Boggs FFC XC 67 No. 508*; Scotch: Macdougall and Calder 197; English: Wells 115 (Sir Eglamour of Artois); Greek: Frazer Apollodorus II 63 n. 4; Jewish: *Neuman; India: Thompson-Balys; Arabian: Burton Nights IV 176, VI 221f., 230, VII 41, 44, S VI 221f., 426, S VII 257; IndoChinese: Scott Indo-Chinese 303; Chinese: Werner 121, 236; Korean: Zong in-Sob 59; Cape Verde Islands: Parsons MAFLS XV (1) 354; S. Am. Indian (Mataco): Métraux MAFLS XL 132.",2,D,D900,D1080,D1081,NA,NA,NA,NA
D1082,Magic,Magic Saber,"Type 308*, 576***; *Chauvin V 230 No. 130, 259 No. 154 n. 1. --Breton: Sébillot Incidents s. v. ""sabre"".",2,D,D900,D1080,D1082,NA,NA,NA,NA
D1083.1,Magic,Magic Poignard (Dagger),"*Basset 1001 Contes I 143; Breton: Sébillot Incidents s. v. ""poignard"".",3,D,D900,D1080,D1083,D1083.1,NA,NA,NA
D1083,Magic,Magic Knife,"*Type 576**, 576******. --Icelandic: *Boberg; Jewish: Neuman; Eskimo (Greenland): Holm 68, Rasmussen I 230; Africa (Ekoi): Talbot 127, 211.",2,D,D900,D1080,D1083,NA,NA,NA,NA
D1084.1,Magic,Magic Spear-Head,Welsh: MacCulloch Celtic 198f.; Africa (Benga): Nassau 177 No. 24 (version 1).,3,D,D900,D1080,D1084,D1084.1,NA,NA,NA
D1084,Magic,Magic Spear,"(Cf. †D1086.) MacCulloch Childhood 203; Greek: Fox 72 (Prokris); Irish myth: *Cross; Icelandic: *Boberg; Gaster Thespis 158; Hindu: Keith 140; India: Thompson-Balys; Chinese: Werner 316, 355; Hawaii: Beckwith Myth 492; Eskimo (Greenland): Rasmussen III 192; Africa (Benga): Nassau 177 No. 24, (Duala): Lederbogen Märchen V 138.",2,D,D900,D1080,D1084,NA,NA,NA,NA
D1085,Magic,Magic Javelin,Hindu: Tawney I 166.,2,D,D900,D1080,D1085,NA,NA,NA,NA
D1086,Magic,Magic Lance,*Gaster FL II 57; Irish myth: *Cross; Welsh MacCulloch Celtic 202; Jewish: Neuman.,2,D,D900,D1080,D1086,NA,NA,NA,NA
D1087,Magic,Magic Sling,Irish myth: *Cross.,2,D,D900,D1080,D1087,NA,NA,NA,NA
D1091,Magic,Magic Bow,*Type 592; Icelandic: *Boberg; Greek: Fox 139 (Odysseus); Hindu: Penzer IV 55; Chinese: Werner 312; Eskimo (Greenland): Rasmussen II 213; S. Am. Indian (Mataco): Métraux MAFLS XL 99.,2,D,D900,D1080,D1091,NA,NA,NA,NA
D1092.0.1,Magic,Magic Arrow Makes Five Wounds,India: Thompson-Balys.,NA,D,D900,D1080,D1092,D1092.0.1,D1092.0.1,NA,NA
D1092.1,Magic,Magic Quiver,Hindu: Penzer IV 54.,3,D,D900,D1080,D1092,D1092.1,NA,NA,NA
D1092,Magic,Magic Arrow,"*Chauvin V 230 No. 130; Köhler-Bolte I 554. --Irish myth: Cross; Icelandic: *Boberg; Breton: Sébillot Incidents s. v. ""flèches""; Greek: Pauly-Wissowa s. v. ""Anaphe"", Fox 84, 131; Jewish: *Neuman; Hindu: Tawney I 166, 358, 438; Chinese: Werner 182, 312; Chinese-Persian: Coyajee JPASB XXIV 185; Hawaii: Dixon 75; N. Am. Indian: *Thompson Tales 315 n. 145a, 333 n. 203, 356 n. 287b, (Seneca): Curtin-Hewitt RBAE XXXII 318 No. 58, 514 No. 109, (Cree, Menominee): Skinner JAFL XXVII 98; Eskimo (Greenland): Holm 37, Rink 316; S. Am. Indian (Jibaro, Eastern Equador): Boas JAFL XXXII 446 (from Karsten Myths of the Jibaros), (Mataco): Métraux MAFLS XL 99, 132, (Toba): ibid. 77; Africa (Fang): Einstein 71, (Vai): Ellis 191 No. 8; Jamaica: Beckwith MAFLS XVII 277 No. 89.",2,D,D900,D1080,D1092,NA,NA,NA,NA
D1093.1.1,Magic,Arrows Returned Upon Those Who Shoot Saint,*Loomis White Magic 114.,4,D,D900,D1080,D1093,D1093.1,D1093.1.1,NA,NA
D1093.1,Magic,Boomerang Effect Of Hurled Missiles Caused By A Saint,*Loomis White Magic 131.,3,D,D900,D1080,D1093,D1093.1,NA,NA,NA
D1093,Magic,Magic Missile,Hindu: Meyer Hindu 75 n.; Fuegian: Alexander Lat. Am. 340; N. Am. Indian: *Thompson Tales 356 n. 287b.,2,D,D900,D1080,D1093,NA,NA,NA,NA
D1094,Magic,Magic Cudgel (Club),"*Types 563, 534*; BP I 349ff.; *MacCulloch Childhood 214; Aarne MSFO XXVII 1--96; Gaster Thespis 158, Oldest Stories 231; Spanish: Boggs FFC XC 49 No. 330; French Canadian: Barbeau JAFL XXIX 9; India: Thompson-Balys; Chinese: Werner 196; Tonga: Gifford 178; N. Am. Indian: *Thompson Tales 336 n. 214; S. Am. Indian (Toba): Métraux MAFLS XL 75; Africa (Gold Coast): Barker and Sinclair 44 No. 4; Jamaica: Beckwith MAFLS XVII 248 No. 25.",2,D,D900,D1080,D1094,NA,NA,NA,NA
D1095,Magic,Magic Hammer (Mjölnir),Icelandic: MacCulloch Eddic 78ff.,2,D,D900,D1080,D1095,NA,NA,NA,NA
D1096.1,Magic,Magic Gun,"*Type 304, 594*; *Fb ""bøsse"" IV 86b, ""skyde"" III 345b. --Breton: Sébillot Incidents s. v. ""fusil""; Spanish: Boggs FFC XC 49 No. 330.",3,D,D900,D1080,D1096,D1096.1,NA,NA,NA
D1096.2,Magic,Magic Pistol,"Breton: Sébillot Incidents s. v. ""pistolet"".",3,D,D900,D1080,D1096,D1096.2,NA,NA,NA
D1096.3,Magic,Magic Bullet,"Fb ""sølvknap"", ""sølvkugle"" III 737a; Japanese: Ikeda.",3,D,D900,D1080,D1096,D1096.3,NA,NA,NA
D1096,Magic,Magic Firearms,NA,2,D,D900,D1080,D1096,NA,NA,NA,NA
D1097,Magic,Magic Battle-Axe,Chinese: Werner 196.,2,D,D900,D1080,D1097,NA,NA,NA,NA
D1101.1,Magic,Magic Shield,"Andrews MPh. IX 27, 32. --Irish myth: *Cross; Icelandic: Boberg; Spanish: Boggs FFC XC 67 No. 508*A; Jewish: Neuman; N. Am. Indian (Seneca): Curtin 5.",3,D,D900,D1080,D1101,D1101.1,NA,NA,NA
D1101.2,Magic,Magic Cuirass,Spanish: Boggs FFC XC 67 No.,3,D,D900,D1080,D1101,D1101.2,NA,NA,NA
D1101.3,Magic,Magic Breastplate,Irish myth: Cross.,3,D,D900,D1080,D1101,D1101.3,NA,NA,NA
D1101.4,Magic,Magic Helmet,Irish myth: *Cross; Icelandic: *Boberg; Greek: Frazer Apollodorus I 47 n. 3.,3,D,D900,D1080,D1101,D1101.4,NA,NA,NA
D1101.5,Magic,Magic Scabbard,Jewish: *Neuman.,3,D,D900,D1080,D1101,D1101.5,NA,NA,NA
D1101.6,Magic,Magic Yoke,NA,3,D,D900,D1080,D1101,D1101.6,NA,NA,NA
D1101,Magic,Magic Armor,Irish myth: *Cross; Icelandic: *Boberg; Korean: Zong in-Sob 64; Eskimo (Greenland): Holm 16.,2,D,D900,D1080,D1101,NA,NA,NA,NA
D1102,Magic,Magic Trident,India: Thompson-Balys.,2,D,D900,D1080,D1102,NA,NA,NA,NA
D1110,Magic,Magic Conveyances,NA,1,D,D900,D1110,D1110,NA,NA,NA,NA
D1111.1,Magic,Carriage Produced By Magic,Saintyves Perrault 151ff.;,3,D,D900,D1110,D1111,D1111.1,NA,NA,NA
D1111,Magic,Magic Carriage,*Chauvin V 229 No. 130.,2,D,D900,D1110,D1111,NA,NA,NA,NA
D1112,Magic,Magic Cart,"Breton: Sébillot Incidents s. v. ""charette"".",2,D,D900,D1110,D1112,NA,NA,NA,NA
D1113,Magic,Magic Wagon,"*Type 675; *Fb ""vogn"" III 1078a.",2,D,D900,D1110,D1113,NA,NA,NA,NA
D1114,Magic,Magic Chariot,"*Chauvin V 229; Loomis White Magic 35f.; Jones PMLA XXIII 574; *Fb ""guldkaret"" I 513b. --Irish myth: *Cross; Greek: Fox 115, 119, 213, *Frazer Apollodorus I 38 n. 2; Jewish: *Neuman; Hindu: Keith 108, Penzer IV 3ff., 8ff.",2,D,D900,D1110,D1114,NA,NA,NA,NA
D1115,Magic,Magic Sleigh,"Fb ""kane"".",2,D,D900,D1110,D1115,NA,NA,NA,NA
D1118.1,Magic,Magic Air-Riding Basket,Cox Cinderella 323; N. Am. Indian (Atsina): Curtis N. Am. Indian V 123.,3,D,D900,D1110,D1118,D1118.1,NA,NA,NA
D1118,Magic,Magic Airships,*BP III 273. --Irish myth: *Cross; India: Thompson-Balys; N. Am. Indian: *Thompson Tales 275 n. 14d.,2,D,D900,D1110,D1118,NA,NA,NA,NA
D1121.0.1,Magic,Boat Made By Magic,"Breton: Sébillot Incidents s. v. ""bateau""; Finnish: Kalevala rune 16.",NA,D,D900,D1110,D1121,D1121.0.1,D1121.0.1,NA,NA
D1121.1,Magic,Magic Hollow-Log Boat,N. Am. Indian: Thompson Tales 275 n. 14e.,3,D,D900,D1110,D1121,D1121.1,NA,NA,NA
D1121,Magic,Magic Boat,"(Cf. †D1123.) *Barry JAFL XXVIII 195. --Irish myth: *Cross; Icelandic: Boberg; Jewish: Neuman; Arabian: Burton Nights I 242f.; India: Thompson-Balys; Chinese: Eberhard FFC CXX 150; Eskimo (Greenland): Rink 154, 300, 417, Holm 43, Rasmussen III 102, 294, (Smith Sound): Kroeber JAFL XII 26, 171, (Bering Strait): Nelson RBAE XVIII 500, (Kodiak): Golder JAFL XXII 17, (Mackenzie Area): Jenness 41, (Cumberland Sound): Boas BAM XV 181, (Central Eskimo): Boas RBAE VI 628; N. Am. Indian: *Thompson Tales 275 n. 14a.",2,D,D900,D1110,D1121,NA,NA,NA,NA
D1122.1,Magic,Canoe Made By Magic,"Polynesian, Melanesian, Indonesian: Dixon 68 nn. *39, *40; N. Am. Indian: *Thompson Tales 275 n. 14b; Eskimo (Cumberland Sound): Boas BAM XV 192.",3,D,D900,D1110,D1122,D1122.1,NA,NA,NA
D1122,Magic,Magic Canoe,(Cf. †D1121.) Marquesas: Handy 46; N. Am. Indian: *Thompson Tales 275 n. 14e.,2,D,D900,D1110,D1122,NA,NA,NA,NA
D1123,Magic,Magic Ship,"(Cf. †D1121.) *Fb ""skib"" III 242b, 243ab; *Chauvin V 201 No. 117 n. 1; cf. Cox Cinderella 159, 480 n. 11. --Irish myth: Cross; Welsh: MacCulloch Celtic 192; Breton: Sébillot Incidents s. v. ""navire""; English: Child IV 376--380, V 275f., 484 s. v. ""Jonah""; Icelandic: *Boberg; Finnish: Kalevala rune 30, 39; Greek: Fox 138, *Frazer Apollodorus I 109 n. 4.",2,D,D900,D1110,D1123,NA,NA,NA,NA
D1124.1,Magic,Magic Paddle,India: Thompson-Balys.,3,D,D900,D1110,D1124,D1124.1,NA,NA,NA
D1124,Magic,Magic Oar,"Breton: Sébillot Incidents s. v. ""aviron""; Eskimo (Greenland): Rasmussen II 153, 157.",2,D,D900,D1110,D1124,NA,NA,NA,NA
D1130,Magic,Magic Buildings And Parts,NA,1,D,D900,D1130,D1130,NA,NA,NA,NA
D1131.1,Magic,Castle Produced By Magic,"*Type 554, 560, 561, 675, 512*; *Aarne MSFO XXV 44; *BP II 455ff., 547ff.; India: Thompson-Balys.",3,D,D900,D1130,D1131,D1131.1,NA,NA,NA
D1131,Magic,Magic Castle,"Breton: Sébillot Incidents s. v. ""château""; English: Wells 17 (Reinbrun, Gy sone of Warwike); Spanish: Boggs FFC XC 56 No. 408A*.",2,D,D900,D1130,D1131,NA,NA,NA,NA
D1132.1,Magic,Palace Produced By Magic,*Chauvin V 63 No. 19. India: Thompson-Balys; Chinese: Werner 183.,3,D,D900,D1130,D1132,D1132.1,NA,NA,NA
D1132,Magic,Magic Palace,Irish myth: *Cross; Spanish: Boggs FFC XC 56 No. 408*A; English: Wells 145 (Parthenope of Blois); India: Thompson-Balys Tawney I 257.,2,D,D900,D1130,D1132,NA,NA,NA,NA
D1133.1.1,Magic,Magic House Made By Prayer,India: Thompson-Balys.,4,D,D900,D1130,D1133,D1133.1,D1133.1.1,NA,NA
D1133.1,Magic,House Created By Magic,"India: Thompson-Balys; Chinese: Graham; N. Am. Indian (Seneca): Curtin-Hewitt RBAE XXXII 349 No. 60, 392 No. 70; Africa (Kaffir): Theal 77.",3,D,D900,D1130,D1133,D1133.1,NA,NA,NA
D1133,Magic,Magic House,"*Fb ""hus"" I 686b. --Irish myth: *Cross.",2,D,D900,D1130,D1133,NA,NA,NA,NA
D1134.1,Magic,Church Produced By Magic,Cheremis: Sebeok-Nyerges.,3,D,D900,D1130,D1134,D1134.1,NA,NA,NA
D1134,Magic,Magic Church (Temple),NA,2,D,D900,D1130,D1134,NA,NA,NA,NA
D1136.1,Magic,Fort Produced By Magic,"Irish myth: *Cross; Breton: Sébillot Incidents s. v. ""fort"".",3,D,D900,D1130,D1136,D1136.1,NA,NA,NA
D1136,Magic,Magic Fort,NA,2,D,D900,D1130,D1136,NA,NA,NA,NA
D1138,Magic,Magic Tent,"*Chauvin VI 135 No. 286 n. 1; Icelandic: Hjálmthèrs Saga ok Ölvis 468; Indonesian: DeVries Volksverhalen II 365, No. 114.",2,D,D900,D1130,D1138,NA,NA,NA,NA
D1141.1,Magic,Magic Kitchen,Hindu: Tawney II 226.,3,D,D900,D1130,D1141,D1141.1,NA,NA,NA
D1141,Magic,Magic Room,NA,2,D,D900,D1130,D1141,NA,NA,NA,NA
D1144,Magic,Magic Stairs,Spanish: Boggs FFC XC 49 No. 330.,2,D,D900,D1130,D1144,NA,NA,NA,NA
D1145,Magic,Magic Windows,Type 329; BP III 366.,2,D,D900,D1130,D1145,NA,NA,NA,NA
D1146.1,Magic,Magic Doorstep,Chinese: Graham.,3,D,D900,D1130,D1146,D1146.1,NA,NA,NA
D1146,Magic,Magic Door (Gate),Jewish: *Neuman; N. Am. Indian (Shasta): Farrand-Frachtenberg JAFL XXVIII 216 No. 6.,2,D,D900,D1130,D1146,NA,NA,NA,NA
D1147,Magic,Magic Hearth,Irish myth: Cross.,2,D,D900,D1130,D1147,NA,NA,NA,NA
D1148,Magic,Magic Tomb,Jewish: Neuman.,2,D,D900,D1130,D1148,NA,NA,NA,NA
D1149.1,Magic,"Store, Fully Supplied, Produced By Magic",Cheremis: Sebeok-Nyerges.,3,D,D900,D1130,D1149,D1149.1,NA,NA,NA
D1149.2,Magic,Magic Tower,Jewish: Neuman.,3,D,D900,D1130,D1149,D1149.2,NA,NA,NA
D1149.3,Magic,Magic House-Pillars,Eskimo (Greenland): Rink 442.,3,D,D900,D1130,D1149,D1149.3,NA,NA,NA
D1149,Magic,Magic Buildings And Parts -- Miscellaneous,NA,2,D,D900,D1130,D1149,NA,NA,NA,NA
D1150,Magic,Magic Furniture,BP II 527.,1,D,D900,D1150,D1150,NA,NA,NA,NA
D1151.1,Magic,Magic Bench,*Type 330.,3,D,D900,D1150,D1151,D1151.1,NA,NA,NA
D1151.2,Magic,Magic Chair,"*BP II 188; *Chauvin V 229 No. 130. --Breton: Sébillot Incidents s. v. ""chaise""; Swiss: Jegerlehner Oberwallis 322 No. 92; Greek: Fox 206, Frazer Apollodorus II 152 No. 4; Jewish: Neuman.",3,D,D900,D1150,D1151,D1151.2,NA,NA,NA
D1151,Magic,Magic Seat,"*BP II 188. --Icelandic: De la Saussaye 286, Hrólfs saga Kraka ch. 33, *Boberg.",2,D,D900,D1150,D1151,NA,NA,NA,NA
D1153.1,Magic,Magic Tablecloth,"*Type 569, 851, 853; BP I 464ff.; *Aarne MSFO XXV 118; Penzer I 25f. --Breton: Sébillot Incidents s. v. ""serviette"".",3,D,D900,D1150,D1153,D1153.1,NA,NA,NA
D1153,Magic,Magic Table,"*Types 563, 564; BP I 346ff.; *Aarne JSFO XXVII 1--96 passim, MSFO XXV 118; *Köhler-Bolte I 109; *Chauvin V 272 No. 154. --Irish myth: *Cross; Icelandic: Boberg; English: Wells 32 (Layamon's Brut); Swiss: Jegerlehner Oberwallis 297 No. 28.",2,D,D900,D1150,D1153,NA,NA,NA,NA
D1154.1.1,Magic,Magic Bed-Legs,NA,4,D,D900,D1150,D1154,D1154.1,D1154.1.1,NA,NA
D1154.1,Magic,Magic Bed,German: Grimm No. 4; Irish: O'Suilleabhain 57; Jewish: Neuman.,3,D,D900,D1150,D1154,D1154.1,NA,NA,NA
D1154.2,Magic,Magic Sofa,*Chauvin V 230 No. 130.,3,D,D900,D1150,D1154,D1154.2,NA,NA,NA
D1154.3.1,Magic,Magic Swing,NA,4,D,D900,D1150,D1154,D1154.3,D1154.3.1,NA,NA
D1154.3.2,Magic,Magic Palanquin,NA,4,D,D900,D1150,D1154,D1154.3,D1154.3.2,NA,NA
D1154.3,Magic,Magic Hammock,Africa (Vai): Ellis 200 No. 18.,3,D,D900,D1150,D1154,D1154.3,NA,NA,NA
D1154.4,Magic,Magic Divan,(Cf. †D1310.8.) India: Thompson-Balys.,3,D,D900,D1150,D1154,D1154.4,NA,NA,NA
D1154.5,Magic,Magic Pillow,Papua: Ker 109.,3,D,D900,D1150,D1154,D1154.5,NA,NA,NA
D1154,Magic,Magic Couch,NA,2,D,D900,D1150,D1154,NA,NA,NA,NA
D1155,Magic,Magic Carpet,"*Chauvin V 230 No. 130; Fb ""luftrejse"" II 457a. --Cape Verde Islands: Parsons MAFLS XV (1) 111 No. 39; Chinese: Werner 192; Eskimo (Greenland): Rasmussen III 62.",2,D,D900,D1150,D1155,NA,NA,NA,NA
D1156,Magic,Magic Throne,Chauvin V 230 No. 130.,2,D,D900,D1150,D1156,NA,NA,NA,NA
D1157,Magic,Magic Platform,*Chauvin V 230 No. 130.,2,D,D900,D1150,D1157,NA,NA,NA,NA
D1158,Magic,Magic Key,*Type 531.,2,D,D900,D1150,D1158,NA,NA,NA,NA
D1161,Magic,Magic Stove,"*Fb ""ovn"" II 774a.",2,D,D900,D1150,D1161,NA,NA,NA,NA
D1162.1,Magic,Magic Lamp,"*Types 561, 301C*; *BP II 544ff. --Jewish: Neuman; India: Thompson-Balys; Chinese: Graham; Africa (Angola): Chatelain 45.",3,D,D900,D1150,D1162,D1162.1,NA,NA,NA
D1162.2.1,Magic,Hand-Of-Glory,"Magic candle made of criminal's hand. *Kittredge Witchcraft 144f., 463 nn. 50, 55; Penzer III 150; Baker AA old ser. I 51ff.; *Fb ""tyvefinger""; *Taylor JAFL XXXI 561. --Irish myth: Cross; England, Ireland, Wales: *Baughman.",4,D,D900,D1150,D1162,D1162.2,D1162.2.1,NA,NA
D1162.2,Magic,Magic Candle,Type 301C*; Icelandic: Boberg.,3,D,D900,D1150,D1162,D1162.2,NA,NA,NA
D1162,Magic,Magic Light,"*Types 328, 562; *Thompson CColl II 361ff.; *Fb ""lys""; Irish myth: *Cross.",2,D,D900,D1150,D1162,NA,NA,NA,NA
D1163,Magic,Magic Mirror,"*Type 709; *BP I 450, 463; *Bolte Reise der Söhne Giaffers 202f.; *Chauvin VIII 191 No. 228; Köhler-Bolte I 334; *Handwb. d. Abergl. IX Nachträge 565--577; *Fb ""spejl"" III 481a; *MacCulloch Childhood 34--37; *Cox Cinderella 483; Pauli (ed. Bolte) No. 232. --Icelandic: *Boberg; India: Thompson-Balys; Chinese: Werner 244, 331; Cape Verde Islands: Parsons MAFLS XV (1) 111 No. 39; Aztec: Alexander Lat. Am. 62; Africa (Vai): Ellis 200 No. 18, (Fjort): Dennett 60 No. 12, (Angola): Chatelain 43, (Mpongwe): Nassau 15 No. 1.",2,D,D900,D1150,D1163,NA,NA,NA,NA
D1164,Magic,Magic Lock,NA,2,D,D900,D1150,D1164,NA,NA,NA,NA
D1166,Magic,Magic Altar,Jewish: Neuman.,2,D,D900,D1150,D1166,NA,NA,NA,NA
D1167,Magic,Magic Quilt,NA,2,D,D900,D1150,D1167,NA,NA,NA,NA
D1170,Magic,Magic Utensils And Implements,Penzer IV 248.,1,D,D900,D1170,D1170,NA,NA,NA,NA
D1171.1.1,Magic,Magic Coffee-Pot,"Fb ""tønde"" III 934b.",4,D,D900,D1170,D1171,D1171.1,D1171.1.1,NA,NA
D1171.1,Magic,Magic Pot,"*Types 565, 591; *Fb ""potte"" II 866f.; Jewish: Neuman; India: Thompson-Balys, Penzer I 26ff; Chinese: Eberhard FFC CXX 107, 272; Africa (Basuto): Jacottet 220 No. 33, (Gold Coast): Barker and Sinclair 40f. No. 4.",3,D,D900,D1170,D1171,D1171.1,NA,NA,NA
