id,chapter_name,motif_name,notes,level,chapter_id,level_0,level_1,level_2,level_3,level_4,level_5,level_6
Q272.2,Rewards and Punishments,Avaricious Man Has Neck Broken When Top Of His Treasure Chest Falls On Him,Spanish Exempla: Keller.,3,Q,Q200,Q270,Q272,Q272.2,NA,NA,NA
Q272.3,Rewards and Punishments,Avaricious Miser Tries To Eat His Adored Money And Chokes To Death,Spanish Exempla: Keller.,3,Q,Q200,Q270,Q272,Q272.3,NA,NA,NA
Q272.4,Rewards and Punishments,Avaricious Woman And Her Gold Consumed By Hell's Fires Which Burn In Her Grave,Spanish Exempla: Keller.,3,Q,Q200,Q270,Q272,Q272.4,NA,NA,NA
Q272,Rewards and Punishments,Avarice Punished,"(Cf. †Q552.3.5, †Q589.1.0.1, †W151.) *Hdwb. d. Märchens I 188 nn. 154, 166, 167; Crane Liber de Miraculis 86 No. 10; Icelandic: *Boberg; Irish myth: *Cross; Lithuanian: Balys Index No. 774*; Spanish: Boggs FFC XC 98, 760C*, 836C*, Keller; India: Thompson-Balys; Chinese: Graham, Eberhard FFC CXX 67, 196; Buddhist myth: Malalasekera II 268, 556, 1264; Tonga: Gifford 207; Tuamotu: Beckwith Myth 504; Maori: ibid. 374; Eskimo (Greenland): Rink 396; Africa (Wakweli): Bender 63, 106, (Fang): Tessman 117, (Jaunde): Heepe 247ff.; West Indies: Flowers 568.",2,Q,Q200,Q270,Q272,NA,NA,NA,NA
Q273.1.1,Rewards and Punishments,Dead Usurer Fed Molten Silver By Devil,Crane Vitry 203 No. 168; Alphabet No. 785; Mensa Philosophica No. 221; Scala Celi 168a No. 953; Spanish Exempla: Keller.,4,Q,Q200,Q270,Q273,Q273.1,Q273.1.1,NA,NA
Q273.1,Rewards and Punishments,Devil Comes For Usurer,"(Cf. †R11.2.1.) Scala Celi 168a Nos. 953, 954; Alphabet No. 758; Italian Novella: Rotunda.",3,Q,Q200,Q270,Q273,Q273.1,NA,NA,NA
Q273.2,Rewards and Punishments,Usurer Refused Burial,Italian Novella: Rotunda.,3,Q,Q200,Q270,Q273,Q273.2,NA,NA,NA
Q273.3,Rewards and Punishments,Usurer Punished In Hell,*Crane Vitry Nos. 167--170 and passim; Spanish Exempla: Keller.,3,Q,Q200,Q270,Q273,Q273.3,NA,NA,NA
Q273.4,Rewards and Punishments,Church Built By Usurer's Money Made To Collapse By Devil,Spanish Exempla: Keller.,3,Q,Q200,Q270,Q273,Q273.4,NA,NA,NA
Q273,Rewards and Punishments,Usury Punished,"Pauli (ed. Bolte) No. 198; Alphabet Nos. 231, 278, 287, 794; Scala Celi 154b, 168a Nos. 852, 955--959; Spanish Exempla: Keller; Jewish: *Neuman.",2,Q,Q200,Q270,Q273,NA,NA,NA,NA
Q274.1,Rewards and Punishments,Devils Carry Away Stones Of Church Built With Ill-Gotten Money,Scala Celi 84a No. 481.,3,Q,Q200,Q270,Q274,Q274.1,NA,NA,NA
Q274.2,Rewards and Punishments,Devil Suffocates Swindling Merchant,(Cf. †Q425.) Italian Novella: Rotunda.,3,Q,Q200,Q270,Q274,Q274.2,NA,NA,NA
Q274.3,Rewards and Punishments,Use Of False Weights And Measures Punished,Jewish: *Neuman.,3,Q,Q200,Q270,Q274,Q274.3,NA,NA,NA
Q274,Rewards and Punishments,Swindler Punished,"(Cf. †Q414.0.6.1, †Q456.0.2, †Q491.1.1, †Q557.3.)",2,Q,Q200,Q270,Q274,NA,NA,NA,NA
Q275,Rewards and Punishments,Remover Of Landmarks Punished,"Kuhn Sagen aus Westfalen I 40f. No. 34, 118 No. 127, 177 No. 187; Hoffman JAFL II 33; Frahm Am Urquell II 202.",2,Q,Q200,Q270,Q275,NA,NA,NA,NA
Q276,Rewards and Punishments,Stinginess Punished,"(Cf. †Q551.2.8, †Q589.4.) India: *Thompson-Balys; Buddhist myth: Malalasekera I 342.",2,Q,Q200,Q270,Q276,NA,NA,NA,NA
Q277,Rewards and Punishments,Covetousness Punished,"Jewish: *Neuman, Moreno Esdras (†Q332).",2,Q,Q200,Q270,Q277,NA,NA,NA,NA
Q280,Rewards and Punishments,Unkindness Punished,"Irish: Beal XXI 320; Missouri French: Carrière; Jewish: Neuman; India: *Thompson-Balys; Chinese: Eberhard FFC CXX 127; Africa (Duala): Lederbogen JAS IV 67, (Bulu): Krug 109, (Congo): Weeks Congo 216.",1,Q,Q200,Q280,Q280,NA,NA,NA,NA
Q281.1.1,Rewards and Punishments,Devils Carry Off Girl Who Abuses Her Mother,Scala Celi 99a No. 531; Spanish Exempla: Keller.,4,Q,Q200,Q280,Q281,Q281.1,Q281.1.1,NA,NA
Q281.1.2,Rewards and Punishments,Girl Cruel To Her Mother Is Slain By God,Spanish Exempla: Keller.,4,Q,Q200,Q280,Q281,Q281.1,Q281.1.2,NA,NA
Q281.1,Rewards and Punishments,Ungrateful Children Punished,"(Cf. †Q551.1, †Q557.1, †Q557.2, †Q588.) Irish: Cross, O'Suilleabhain 46, Beal XXI 317; Jewish: *Neuman; India: Thompson-Balys.",3,Q,Q200,Q280,Q281,Q281.1,NA,NA,NA
Q281.2,Rewards and Punishments,Ungrateful Ruler Is Deposed,Italian Novella: Rotunda.,3,Q,Q200,Q280,Q281,Q281.2,NA,NA,NA
Q281.3,Rewards and Punishments,Woman Eats Flesh And Leaves Cat Only Bones Of Fish Cat Has Caught For Them,Cursed by cat. India: Thompson-Balys.,3,Q,Q200,Q280,Q281,Q281.3,NA,NA,NA
Q281.4,Rewards and Punishments,Ungrateful King Raises Old Woman's Rent; Miraculous Punishment,(Cf. †W154.2.) India: Thompson-Balys.,3,Q,Q200,Q280,Q281,Q281.4,NA,NA,NA
Q281,Rewards and Punishments,Ingratitude Punished,"(Cf. †Q551.6.3, †Q597.2.) Irish: Beal XXI 331; Spanish: Keller, Espinosa III No. 264, Espinosa Jr. No. 41; Jewish: *Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera II 1159; Maori, Samoa, Tonga: *Beckwith Myth 504f.; Africa: Woodson 64, (Wakweli): Bender 50, Sieber 89ff., (Bantu): Einstein 148, (Lokele): Grenfell 820, (Jaunde): Heepe 89, (Fang): Tessman 188; West Indies: Flowers 568; Jamaica: Beckwith MAFLS XVII 267 No. 76.",2,Q,Q200,Q280,Q281,NA,NA,NA,NA
Q283,Rewards and Punishments,Irreverent Young People Punished By Outraged Old Man,Icelandic: Boberg; Koryak: *Jochelson JE VI 365f.; Eskimo: *Boas BAM XV 361; N. Am. Indian (Tsimshian): Boas BBAE XXVII 95.,2,Q,Q200,Q280,Q283,NA,NA,NA,NA
Q284,Rewards and Punishments,Reproach Concerning Physical Deformity (Blemish) Punished,(Cf. †Q411.9.) Irish myth: Cross.,2,Q,Q200,Q280,Q284,NA,NA,NA,NA
Q285.1.1.1,Rewards and Punishments,Man Slits Tongue Of Magpie So That It Can Learn To Speak,His fingernails grow out like bird's claws as punishment. Wales: Baughman.,5,Q,Q200,Q280,Q285,Q285.1,Q285.1.1,Q285.1.1.1,NA
Q285.1.1,Rewards and Punishments,Punishment For Cutting Off Bird's Tongue,"(Cf. †Q451.4, †Q552.5.1.) Finnish-Swedish: Wessman 19 No. 182; Japanese: Ikeda.",4,Q,Q200,Q280,Q285,Q285.1,Q285.1.1,NA,NA
Q285.1.2.1,Rewards and Punishments,Boy Reaches Into Bird's Nest For Pigeon's Eggs,A stone in the nest holds his hand for three days and nights. He is finally released by prayers. Wales: Baughman.,5,Q,Q200,Q280,Q285,Q285.1,Q285.1.2,Q285.1.2.1,NA
Q285.1.2,Rewards and Punishments,Punishment For Breaking Bird's Nest,Finnish-Swedish: Wessman 19 No. 183.,4,Q,Q200,Q280,Q285,Q285.1,Q285.1.2,NA,NA
Q285.1,Rewards and Punishments,Cruelty To Animals Punished,India: Thompson-Balys.,3,Q,Q200,Q280,Q285,Q285.1,NA,NA,NA
Q285.2,Rewards and Punishments,Cruelty To Sick Persons Punished,Finnish-Swedish: Wessman 19 No. 181.,3,Q,Q200,Q280,Q285,Q285.2,NA,NA,NA
Q285.3,Rewards and Punishments,Cruel Mutilation Punished,(Cf. †Q411.5.) Irish myth: Cross.,3,Q,Q200,Q280,Q285,Q285.3,NA,NA,NA
Q285.4,Rewards and Punishments,Slave-Driving Punished,"(Cf. †P270, †Q291.2, †Q558.7.) Irish myth: Cross; Jewish: *Neuman; Buddhist myth: Malalasekera II 706.",3,Q,Q200,Q280,Q285,Q285.4,NA,NA,NA
Q285,Rewards and Punishments,Cruelty Punished,"(Cf. †E501.3.1, †Q415.3.1.) Spanish: Espinosa Jr. No. 187; Jewish: *Neuman; India: *Thompson-Balys; Africa: Stanley 61, 103.",2,Q,Q200,Q280,Q285,NA,NA,NA,NA
Q286.1,Rewards and Punishments,Uncharitableness To Holy Person Punished,"(Cf. †Q1.1, †Q553.3.5, †Q556.11, †Q589.1.) Type 766*; *Pauli (ed. Bolte) No. 329; Irish: *Cross; O'Suilleabhain 22, Beal XXI 307; Spanish: Espinosa Jr. Nos. 183f., 202--04; Hawaii: Beckwith Myth 192.",3,Q,Q200,Q280,Q286,Q286.1,NA,NA,NA
Q286.2,Rewards and Punishments,Priest Will Not Bury Dead Unless Paid In Advance,Ruler has him buried alive with the corpse. (Cf. †Q456.2.) Italian Novella: *Rotunda.,3,Q,Q200,Q280,Q286,Q286.2,NA,NA,NA
Q286,Rewards and Punishments,Uncharitableness Punished,"(Cf. †Q494.1.1, †Q552.3.0.1, †Q571.2, †Q572.2, †Q574.2, †Q585.1, †Q595.3.) Irish: O'Suilleabhain 93, 129, 131, Beal XXI 330, 337; Spanish: Espinosa Jr. Nos. 186, 202--04; Swiss: Jegerlehner Oberwallis 300 No. 16; India: *Thompson-Balys; Chinese: Werner 255; Africa (Ila, Rhodesia): Smith and Dale II 415 No. 14.",2,Q,Q200,Q280,Q286,NA,NA,NA,NA
Q287,Rewards and Punishments,Refusal To Grant Request Punished,(Cf. †Q499.4.) Irish myth: Cross.,2,Q,Q200,Q280,Q287,NA,NA,NA,NA
Q288,Rewards and Punishments,Punishment For Mockery,"(Cf. †Q556.8, †Q583.1.) Irish myth: *Cross; S. Am. Indian (Chiriguano): Métraux RMLP XXXIII 181.",2,Q,Q200,Q280,Q288,NA,NA,NA,NA
Q291.1,Rewards and Punishments,Saint Peter's Mother Dropped From Heaven Because Of Hardheartedness,"She is permitted to go to heaven on a stalk, but is weighted down by people holding to her skirts. She shakes them off. (Cf. †Q172.) *Type 804; *BP III 538; Köhler-Bolte I 60.",3,Q,Q200,Q280,Q291,Q291.1,NA,NA,NA
Q291.2,Rewards and Punishments,Punishment Of Hard-Hearted Masters In Other World,(Cf. †Q285.4.) Lithuanian: Balys Legends Nos. 467--71; India: Thompson-Balys.,3,Q,Q200,Q280,Q291,Q291.2,NA,NA,NA
Q291,Rewards and Punishments,Hard-Heartedness Punished,"(Cf. †Q415.2.) Irish: O'Suilleabhain 61, 130, Beal XXI 324, 337; Jewish: *Neuman.",2,Q,Q200,Q280,Q291,NA,NA,NA,NA
Q292.1,Rewards and Punishments,Inhospitality To Saint (God) Punished,"(Cf. †Q1.1.) *Loomis White Magic 101; Lithuanian: Balys Index No. 772*; Russian: Andrejev No. 796I*; Swiss: Jegerlehner Oberwallis 295 No. 13; Spanish: Espinosa Jr. No. 181; Greek: Fox 20, 94; India: Thompson-Balys; S. Am. Indian (Chincha): Alexander Lat. Am. 231.",3,Q,Q200,Q280,Q292,Q292.1,NA,NA,NA
Q292.2,Rewards and Punishments,Inhospitality To Orphans Punished,Lithuanian: Balys Index No. 3728.,3,Q,Q200,Q280,Q292,Q292.2,NA,NA,NA
Q292.3,Rewards and Punishments,Abuse Of Hospitality Punished,Irish myth: *Cross.,3,Q,Q200,Q280,Q292,Q292.3,NA,NA,NA
Q292,Rewards and Punishments,Inhospitality Punished,"(Cf. †P320, †Q45, †Q551.6.7, †Q556.7, †W158.) Irish: *Cross, O'Suilleabhain 53; Finnish: Kalevala rune 33; Swiss: Jegerlehner Oberwallis 323 No. 94; Spanish Exempla: Keller; Jewish: *Neuman; India: Thompson-Balys; Buddhist myth: Malalasekera II 824; Hawaii: Beckwith Myth 174; Africa (Wachaga): Gutmann 93, (Loango): Pechuël-Loesche 110.",2,Q,Q200,Q280,Q292,NA,NA,NA,NA
Q295,Rewards and Punishments,Monkey Destroys Nest Of Bird Who Has Made Sport Of Him,Japanese: Ikeda; Indonesia: DeVries's list No. 52.,2,Q,Q200,Q280,Q295,NA,NA,NA,NA
Q296.1,Rewards and Punishments,Sack Of Flour Pushed Down On Peasant Who Accuses His Wife Of Theft From It,Icelandic: Boberg.,3,Q,Q200,Q280,Q296,Q296.1,NA,NA,NA
Q296,Rewards and Punishments,Injustice Punished,"(Cf. †Q265, †Q552.1.6.) Irish myth: *Cross; Jewish: Neuman; India: Thompson-Balys.",2,Q,Q200,Q280,Q296,NA,NA,NA,NA
Q297,Rewards and Punishments,Slander Punished,Jewish: *Neuman.,2,Q,Q200,Q280,Q297,NA,NA,NA,NA
Q300,Rewards and Punishments,Contentiousness Punished,(Cf. †W188.),0,Q,Q300,Q300,Q300,NA,NA,NA,NA
Q301,Rewards and Punishments,Jealousy Punished,(Cf. †W181.) Penzer III 177f.; Missouri French: Carrière; Spanish Exempla: Keller; Italian Novella: *Rotunda; Jewish: Neuman; India: Thompson-Balys; Africa (Konnoh): Willans 139.,2,Q,Q300,Q300,Q301,NA,NA,NA,NA
Q302.1,Rewards and Punishments,Envy Punished: The Found Purse,"Three men find a purse. They are loath to pick it up, since they will have to divide. The king sees this and assigns them their proper punishments. Chauvin II 120 No. 107.",3,Q,Q300,Q300,Q302,Q302.1,NA,NA,NA
Q302,Rewards and Punishments,Envy Punished,"(Cf. †Q551.6.6, †W195.) Irish myth: Cross; India: Thompson-Balys.",2,Q,Q300,Q300,Q302,NA,NA,NA,NA
Q304,Rewards and Punishments,Scolding Punished,"Africa (Ila, Rhodesia): Smith and Dale II 412 No. 10.",2,Q,Q300,Q300,Q304,NA,NA,NA,NA
Q305,Rewards and Punishments,War-Making Punished,(Cf. †Q553.3.1.) Spanish Exempla: Keller.,2,Q,Q300,Q300,Q305,NA,NA,NA,NA
Q306,Rewards and Punishments,Quarrelsomeness Punished,(Cf. †Q551.7.3.) Irish myth: Cross; Africa (Wakweli): Bender 62.,2,Q,Q300,Q300,Q306,NA,NA,NA,NA
Q312.1,Rewards and Punishments,Punishment For Finding Fault With God's Works In Heaven,*Type 801; BP III 297ff.,3,Q,Q300,Q300,Q312,Q312.1,NA,NA,NA
Q312.2,Rewards and Punishments,Devil Carries Off Fault-Finding People,(Cf. †R11.2.1.) Scala Celi 54b No. 306.,3,Q,Q300,Q300,Q312,Q312.2,NA,NA,NA
Q312.3,Rewards and Punishments,Punishment For Finding Fault With God's Forgiveness Of Sin,*Type 756B.,3,Q,Q300,Q300,Q312,Q312.3,NA,NA,NA
Q312.4,Rewards and Punishments,Fault-Finding With God's Handling Of Weather,Spanish Exempla: Keller.,3,Q,Q300,Q300,Q312,Q312.4,NA,NA,NA
Q312,Rewards and Punishments,Fault-Finding Punished,"(Cf. †Q431.12, †Q451.4.6, †Q557.8, †W128.) Jewish: Neuman; India: Thompson-Balys.",2,Q,Q300,Q300,Q312,NA,NA,NA,NA
Q313,Rewards and Punishments,Bad Temper Punished,India: Thompson-Balys.,2,Q,Q300,Q300,Q313,NA,NA,NA,NA
Q314,Rewards and Punishments,Scandal-Mongering Punished,(Cf. †Q451.4.2.) Jewish: *Neuman; India: Thompson-Balys.,2,Q,Q300,Q300,Q314,NA,NA,NA,NA
Q320,Rewards and Punishments,Evil Personal Habits Punished,NA,1,Q,Q300,Q320,Q320,NA,NA,NA,NA
Q321.1,Rewards and Punishments,Women Who Will Not Sew Are Cast From Community,Spanish Exempla: Keller.,3,Q,Q300,Q320,Q321,Q321.1,NA,NA,NA
Q321,Rewards and Punishments,Laziness Punished,(Cf. †Q495.1.) Spanish: Espinosa Jr. No. 188; Jewish: Neuman; India: Thompson-Balys; Chinese: Eberhard FFC CXX 127; Africa (Wakweli): Bender 104f.,2,Q,Q300,Q320,Q321,NA,NA,NA,NA
Q322,Rewards and Punishments,Dirtiness Punished,"(Cf. †Q432.1, †Q433.3, †W115.) Spanish Exempla: Keller; India: Thompson-Balys.",2,Q,Q300,Q320,Q322,NA,NA,NA,NA
Q325,Rewards and Punishments,Disobedience Punished,"(Cf. †Q431.3, †Q451.7.0.2.3, †Q456.0.3, †Q458.0.2, †Q552.1.0.1.1, †Q593.) Alphabet No. 441; Spanish: Keller, Espinosa Jr. Nos. 104, 216; Jewish: *Neuman; India: Thompson-Balys; Eskimo (Greenland): Rink 428, (Bering Strait): Nelson RBAE XVIII 473; Tuamotu: Stimson MS (T-G. 3/629); S. Am. Indian (Chiriguano): Métraux RMLP XXXIII 177; Africa (Wakweli): Bender 108, (Duala): Lederbogen Märchen 84, (Congo): Weeks Congo 214, (Luba): DeClerq ZsKS IV 193; West Indies: Flowers 569.",2,Q,Q300,Q320,Q325,NA,NA,NA,NA
Q326,Rewards and Punishments,Impudence Punished,"(Cf. †Q411.10, †Q413.5.) Irish myth: Cross; Africa (Bushongo): Torday 241.",2,Q,Q300,Q320,Q326,NA,NA,NA,NA
Q327,Rewards and Punishments,Discourtesy Punished,"(Cf. †Q221.1, †Q583.2.) Irish myth: Cross.",2,Q,Q300,Q320,Q327,NA,NA,NA,NA
Q330,Rewards and Punishments,Overweening Punished,"(Cf. †Q552.19.1, †Q582.5.)",1,Q,Q300,Q330,Q330,NA,NA,NA,NA
Q331.1,Rewards and Punishments,Devil Torments Old Man Who Has Laid Aside His Humility,Scala Celi 105a No. 572.,3,Q,Q300,Q330,Q331,Q331.1,NA,NA,NA
Q331.2.1.1,Rewards and Punishments,Devil Impersonates Woman's Maid At Her Toilette,Italian Novella: Rotunda.,5,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.1,NA
Q331.2.1.2,Rewards and Punishments,Vain Woman Has Her Cheeks Miraculously Burned,(Cf. †Q550.) Italian Novella: Rotunda.,5,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.2,NA
Q331.2.1.3.1,Rewards and Punishments,Husband Puts Soot On Wife's Cheeks To Discourage Her From Using Paint,Italian Novella: Rotunda.,6,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.3,Q331.2.1.3.1
Q331.2.1.3,Rewards and Punishments,Husband Rubs Off Paint From Wife's Cheeks,Threatens to scrape them the next time. Italian Novella: Rotunda.,5,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.3,NA
Q331.2.1.4,Rewards and Punishments,Vain Woman Wears Corset So Tight That It Stifles Her To Death,Italian Novella: Rotunda.,5,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.4,NA
Q331.2.1.5,Rewards and Punishments,Clothes-Proud Woman Trips Over Long Skirt,Devil laughs. Spanish Exempla: Keller.,5,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,Q331.2.1.5,NA
Q331.2.1,Rewards and Punishments,Woman's Vain Display Punished,Italian Novella: *Rotunda.,4,Q,Q300,Q330,Q331,Q331.2,Q331.2.1,NA,NA
Q331.2.2,Rewards and Punishments,Jackal Demands To Be Praised As God: Runs With Pack Of Hounds,India: Thompson-Balys.,4,Q,Q300,Q330,Q331,Q331.2,Q331.2.2,NA,NA
Q331.2,Rewards and Punishments,Vanity Punished,NA,3,Q,Q300,Q330,Q331,Q331.2,NA,NA,NA
Q331,Rewards and Punishments,Pride Punished,(Cf. †Q552.19.5.) Penzer IV 142f.; Irish myth: Cross; Spanish Exempla: Keller; Jewish: *Neuman; India: *Thompson-Balys; Africa (Bulu): Krug 110.,2,Q,Q300,Q330,Q331,NA,NA,NA,NA
Q333.1,Rewards and Punishments,"""God Has No Use For Me, And The Devil Will Not Take Me",""" On the way home the bold woman is strangled by the devil. (Cf. †Q582.5.) Lithuanian: Balys Legends No. 376f.",3,Q,Q300,Q330,Q333,Q333.1,NA,NA,NA
Q333,Rewards and Punishments,Boldness Punished,NA,2,Q,Q300,Q330,Q333,NA,NA,NA,NA
Q338.1,Rewards and Punishments,Request For Immortality Punished By Transformation Into Tree,N. Am. Indian: *Thompson Tales 276 n. 18.,3,Q,Q300,Q330,Q338,Q338.1,NA,NA,NA
Q338.2,Rewards and Punishments,The Devil's Likeness,"A squire demands somebody to paint a living picture of the devil; when he sees it, he dies. Lithuanian: Balys Index No. 3355, Legends Nos. 681--84.",3,Q,Q300,Q330,Q338,Q338.2,NA,NA,NA
Q338,Rewards and Punishments,Immoderate Request Punished,"(Cf. †Q501.8, †Q559.6, †Q572.4, †Q582.6, †Q585.2.) Type 555; Irish myth: *Cross; Jewish: Neuman; India: Thompson-Balys.",2,Q,Q300,Q330,Q338,NA,NA,NA,NA
Q340,Rewards and Punishments,Meddling Punished,India: Thompson-Balys.,1,Q,Q300,Q340,Q340,NA,NA,NA,NA
Q341,Rewards and Punishments,Curiosity Punished,"Spanish Exempla: Keller; India: Thompson-Balys; Africa (Luba): DeClerq ZsKS IV 189, (Cameroon): Rosenhuber 52.",2,Q,Q300,Q340,Q341,NA,NA,NA,NA
Q342,Rewards and Punishments,Inquisitiveness Punished,"(Cf. †Q557.5.) Wienert FFC LVI 49 (ET 89), 95 (ST 84); Jewish: Neuman; Africa: Weeks Congo 207.",2,Q,Q300,Q340,Q342,NA,NA,NA,NA
Q380,Rewards and Punishments,Deeds Punished -- Miscellaneous,NA,1,Q,Q300,Q380,Q380,NA,NA,NA,NA
Q381,Rewards and Punishments,Punishment For Gambling,"(Cf. †N0, †Q433.8.) Jewish: Neuman; Indonesia: DeVries's list No. 182.",2,Q,Q300,Q380,Q381,NA,NA,NA,NA
Q385,Rewards and Punishments,Captured Animals Avenge Themselves,N. Am. Indian: *Thompson Tales 313 n. 126a.,2,Q,Q300,Q380,Q385,NA,NA,NA,NA
Q386.1,Rewards and Punishments,Devil Punishes Girl Who Loves To Dance,"Scala Celi 62a No. 338; England, U.S.: Baughman; Finnish: Aarne FFC XXXIII 40 No. 24**; Finnish-Swedish: Wessman 10 No. 81, 13 No. 112.",3,Q,Q300,Q380,Q386,Q386.1,NA,NA,NA
Q386.2,Rewards and Punishments,Drunken Dancers Punished,India: Thompson-Balys.,3,Q,Q300,Q380,Q386,Q386.2,NA,NA,NA
Q386,Rewards and Punishments,Dancing Punished,Scala Celi 61b No. 336; Lithuanian: Balys Legends Nos. 347--352; Spanish Exempla: Keller.,2,Q,Q300,Q380,Q386,NA,NA,NA,NA
Q387.1,Rewards and Punishments,Devil Carries Off Jester,(Cf. †R11.2.1.) Scala Celi 77b No. 441.,3,Q,Q300,Q380,Q387,Q387.1,NA,NA,NA
Q387,Rewards and Punishments,Jesting Punished,NA,2,Q,Q300,Q380,Q387,NA,NA,NA,NA
Q388.1,Rewards and Punishments,Freemasons Forced To Dance Till They Sweat Blood,Finnish-Swedish: Wessman 13 No. 114.,3,Q,Q300,Q380,Q388,Q388.1,NA,NA,NA
Q388,Rewards and Punishments,Freemasonry Punished,NA,2,Q,Q300,Q380,Q388,NA,NA,NA,NA
Q391.1,Rewards and Punishments,Prince Of Devils Gives Up Seat To Man Who Goes To Hell For Singing Worldly Songs,Scala Celi 25b No. 169.,3,Q,Q300,Q380,Q391,Q391.1,NA,NA,NA
Q391,Rewards and Punishments,Punishment For Singing Worldly Songs,(Cf. †Q411.10.1.),2,Q,Q300,Q380,Q391,NA,NA,NA,NA
Q392,Rewards and Punishments,Punishment Of Evil Magician Who Has Caused Plague,"German: H. Büschner Heide-Sagen a. d. Münsterlande 9, Klose Führer d. dt. Sagen u. Märchenwelt d. Grafschaft Glatz 104.",2,Q,Q300,Q380,Q392,NA,NA,NA,NA
Q393.1,Rewards and Punishments,Punishment For Talking Too Much,Monk punished in hell's fires for this fault. Spanish Exempla: Keller.,3,Q,Q300,Q380,Q393,Q393.1,NA,NA,NA
Q393.2,Rewards and Punishments,Gossiping Punished,Africa: Casati I 319.,3,Q,Q300,Q380,Q393,Q393.2,NA,NA,NA
Q393,Rewards and Punishments,Evil Speech Punished,Italian Novella: Rotunda; Buddhist myth: Malalasekera I 50.,2,Q,Q300,Q380,Q393,NA,NA,NA,NA
Q394,Rewards and Punishments,Uxoriousness Punished,Irish myth: Cross.,2,Q,Q300,Q380,Q394,NA,NA,NA,NA
Q395,Rewards and Punishments,Disrespect Punished,"Hawaii: Beckwith Myth 411, Tahiti: ibid. 244.",2,Q,Q300,Q380,Q395,NA,NA,NA,NA
Q400,Rewards and Punishments,Kinds Of Punishment -- General,"*Child V 492 s. v. ""punishments""; Irish myth: Cross.",0,Q,Q400,Q400,Q400,NA,NA,NA,NA
Q401,Rewards and Punishments,Chain Of Punishments,"Horse must break leg, since he has broken leg of man who broke leg of dog which bit leg of fox. *Wesselski Hessische Blätter f. Vksk. XXXII 21.",2,Q,Q400,Q400,Q401,NA,NA,NA,NA
Q402,Rewards and Punishments,Punishment Of Children For Parents' Offenses,Jewish: Neuman.,2,Q,Q400,Q400,Q402,NA,NA,NA,NA
Q403,Rewards and Punishments,Punishment Not Meted Out To Persons Below Twenty Years,Jewish: *Neuman.,2,Q,Q400,Q400,Q403,NA,NA,NA,NA
Q404,Rewards and Punishments,Punishment Comes In Seventh Generation,Jewish: *Neuman.,2,Q,Q400,Q400,Q404,NA,NA,NA,NA
Q410,Rewards and Punishments,Capital Punishment,Jewish: *Neuman; India: Thompson-Balys.,1,Q,Q400,Q410,Q410,NA,NA,NA,NA
Q411.0.1.1,Rewards and Punishments,Adulterer Killed,Irish myth: *Cross.,NA,Q,Q400,Q410,Q411,Q411.0.1,Q411.0.1.1,Q411.0.1.1,NA
Q411.0.1.2,Rewards and Punishments,Man (Fairy) Kills Wife's Lover,Irish myth: *Cross.,NA,Q,Q400,Q410,Q411,Q411.0.1,Q411.0.1.2,Q411.0.1.2,NA
Q411.0.1.3,Rewards and Punishments,"Faithless Wife (Mistress) Seized By Husband's (Lover's) Poet, Who Leaps To Death With Her In His Arms",Irish myth: Cross.,NA,Q,Q400,Q410,Q411,Q411.0.1,Q411.0.1.3,Q411.0.1.3,NA
Q411.0.1.4,Rewards and Punishments,Death For Repeated Adultery,Buddhist myth: Malalasekera II 1369.,NA,Q,Q400,Q410,Q411,Q411.0.1,Q411.0.1.4,Q411.0.1.4,NA
Q411.0.1,Rewards and Punishments,Husband Kills Returning Adulteress,(Cf. †Q241.) Italian Novella: Rotunda; Maori: Dixon 80.,NA,Q,Q400,Q410,Q411,Q411.0.1,Q411.0.1,NA,NA
Q411.0.2,Rewards and Punishments,Husband Kills Wife And Paramour,Italian Novella: *Rotunda.,NA,Q,Q400,Q410,Q411,Q411.0.2,Q411.0.2,NA,NA
Q411.1,Rewards and Punishments,Punishment: Winning As Wife And Then Killing,Type 956B; *BP I 373.,3,Q,Q400,Q410,Q411,Q411.1,NA,NA,NA
Q411.2.1,Rewards and Punishments,Undesired Suitor Killed Asleep In His Tent,Icelandic: *Boberg; Jewish: Judith and Holofernes.,4,Q,Q400,Q410,Q411,Q411.2,Q411.2.1,NA,NA
Q411.2,Rewards and Punishments,Undesired Suitor Hiding Under Girl's Bed Is Killed,Italian Novella: Rotunda.,3,Q,Q400,Q410,Q411,Q411.2,NA,NA,NA
Q411.3,Rewards and Punishments,"Death Of Father (Son, Etc) As Punishment",Irish myth: *Cross.,3,Q,Q400,Q410,Q411,Q411.3,NA,NA,NA
Q411.4.1,Rewards and Punishments,Man Killed At Once For Treacherously Slaying Overlord,Irish myth: Cross.,4,Q,Q400,Q410,Q411,Q411.4,Q411.4.1,NA,NA
